Video ID,Product Title,Product Link,Product Picture URL,Time Stamp,Product Category
1,Messi Jersey,http://www.lazada.com.my/2017-2018-barcelona-football-team-away-no10-messi-soccer-jerseysuits-47888758.html?spm=a2o4k.search.0.0.VbkUbj&ff=1,http://soccerpro.scene7.com/is/image/soccerpro/main/776846_481mes_nike_lionel_messi_barca_match_home_jsy_01.jpg,0:00,All Products
1,Neymar Jersey,http://www.lazada.com.my/2017-2018-barcelona-football-team-away-no11-neymar-jr-soccerjersey-suits-50533984.html?spm=a2o4k.search.0.0.VYkqsQ&ff=1,https://cdn3.volusion.com/goz35.avhz4/v/vspfiles/photos/TTYNI659032-422-HERO-NEYMAR-2.jpg?1456231556,0:00,All Products
1,Navas Keeper Gloves,https://www.keepersport.co.uk/keepersport-online-store/artikelDetail/goalkeeper-gloves-adidas-ace-trans-pro-nc-dust-storm.html,https://2.bp.blogspot.com/-U4r8zO6K3G0/WRsONcqorQI/AAAAAAABLLQ/NHLMBCEBbYscOPLdwAiXP8Tu9-IBIvLswCLcB/s550/keylor-navas-reveals-next-gen-adidas-goalkeeper-gloves-and-unreleased-adidas-ace-17-boots%2B%25284%2529.jpg,0:00,All Products
1,Ordem V Ball,goo.gl/iY8BVy,https://premierleague-static-files.s3.amazonaws.com/premierleague/photo/2017/06/01/8c3185e2-09a1-41d6-b62e-68dd4dbb27ab/SU17_GFB_OrdemBall_PremierLeague_SC3130-100_A_5.16.jpg,0:00,All Products
1,Suarez Jersey,http://www.lazada.com.my/soccer-country-no9-soccer-football-jersey-mens-away-jerseylsuarez-uruguay-elastic-health-kits-playerwhite-57711221.html?spm=a2o4k.search.0.0.JlXBM3&ff=1,http://gawasoccer.weebly.com/uploads/5/2/4/9/52499325/s677209064771483380_p10_i1_w916.jpeg,0:00,All Products
5,Frank Underwood's Cufflinks,https://www.amazon.com/House-Francis-Underwood-Cufflink-Replica/dp/B013UESRVG,https://images-na.ssl-images-amazon.com/images/I/71GQ2Fp55VL._UL1500_.jpg,0:00,All Products
5,Frank Underwood's Tie,http://www.looklive.com/products/american-apparel-classic-striped-silk-tie/,http://b.looklive.com/s/Classic-Striped-Silk-Tie-American-Apparel-Ties_L18yMHlINldKMkF0SWh4enlXUVY1dWt3WloxND0vMHgwOjEzODB4MTM4MC82NDB4MC85ZjUwYTdlMS0wMDNhLTQ0MDQtYjBlMi0xY2ZjZWE1MGRkNTc=,0:00,All Products
5,Claire Underwood's Cashmere Robe,https://www.pradux.com/products/neiman-marcus-chevron-knit-long-cashmere-robe-ivory-46491?rt=user&r=439,https://d1i5hut471lhig.cloudfront.net/814e25e4f3eef10d90b95da504e9e64c22d17df9.jpg,0:00,All Products
5,Frank Underwood's Portuguese Chronograph 3714,https://www.jomashop.com/iwc-watch-3714-45.html,http://daneandsons.com/wp-content/uploads/2015/08/IWc-Portugieser.jpg,0:00,All Products
7,Marvel Legend Series Star-Lord Electronic Helmet,https://www.amazon.com/Marvel-Legends-Star-Lord-Electronic-Helmet/dp/B01MR4MC7O,https://images-na.ssl-images-amazon.com/images/I/91LL--901VL._SL1500_.jpg,0:00,All Products
7,Funko Groot Plush Toy Figure,https://www.amazon.com/Funko-Plush-Guardians-Galaxy-Figure/dp/B01M5KD6TA,https://images-na.ssl-images-amazon.com/images/I/41pcgr0ikuL.jpg,0:00,All Products
7,Marvel Guardians of the Galaxy Vol. 2 Star-Lord Cover Mens Graphic T Shirt,https://www.amazon.com/dp/B071DT21SJ?psc=1,https://images-na.ssl-images-amazon.com/images/I/613iAPyQiKL._UX679_.jpg,0:00,All Products
7,Drax the Destroyer Dagger,https://www.etsy.com/nz/listing/204978227/drax-the-destroyer-daggers-from,https://img0.etsystatic.com/202/0/7917746/il_570xN.1239508202_mz23.jpg,0:00,All Products
7,Miracle(Tm) Guardians of The Galaxy Vol 2 Star Lord Costume Shirt,https://www.amazon.com/Miracle-Tm-Guardians-Galaxy-Costume/dp/B072558XKT/ref=cts_ap_1_vtp?pf_rd_m=ATVPDKIKX0DER&pf_rd_p=2897711222&pf_rd_r=FG7CTSGNXS08PTFZR79F&pd_rd_wg=Ybx5J&pf_rd_s=desktop-detail-softlines&pf_rd_t=40701&pd_rd_i=B072558XKT&pd_rd_w=rkzYg&pf_rd_i=desktop-detail-softlines&pd_rd_r=FG7CTSGNXS08PTFZR79F&_encoding=UTF8,https://images-na.ssl-images-amazon.com/images/I/81MAM-GkIvL._UY700_.jpg,0:00,All Products
2,Duora 10 Yonex Racquet,http://www.yonex.com/products/duora10,http://www.yonex.com/_assets/images/cache/products/productmain/DUORA10_1.jpg,0:00,All Products
2,Yonex SHB 01 Ltd,https://www.amazon.com/Yonex-SHB01LTD-Chong-dark-pink/dp/B00YZGT2L8,https://www.badmintonstore.com.au/wp-content/uploads/2013/01/yonex-shb-01-ltd-3.jpg,0:00,All Products
2,Voltric LD Force,https://www.lazada.com.my/yonex-voltric-ld-force-matte-black-33476119.html?gclid=EAIaIQobChMIic3lnMfJ1QIVMijTCh1fYQJEEAYYAiABEgLlzfD_BwE&s_kwcid=AL!3150!3!203099157291!!!g!!&utm_source=google&utm_medium=sem_non_brand&utm_campaign=867274267&utm_content=YO267SPAAJXIC7ANMY-40781930_117375398&utm_term=43295951226_c_pla-293946777986&adjust_tracker=t2v78t_5n20iw&adjust_campaign=867274267&adjust_adgroup=43295951226&adjust_creative=YO267SPAAJXIC7ANMY-40781930&adjust_label={%22ClientID%22:%22497-050-1771%22}&adjust_tracker_limit=100000&ef_id=WKHNWQAAAHcDJjNy:20170809065039:s,https://shop.r10s.jp/chitosesports/cabinet/yonex/vtld_01.jpg,0:00,All Products
2,Lin Dan Exclusive II SHB40LDEX,https://yumo.ca/products/lin-dan-exclusive-shb40ldex-badminton-shoe,https://cdn.shopify.com/s/files/1/0723/9035/products/SHB40LD_394x.jpg?v=1484093906,0:00,All Products
2,Yonex Aerus,https://www.badmintonavenue.com/Yonex-Aerus-MX-Lee-Chong-Wei-Badminton-Shoes-p/shb-aeruslcwfb.htm,http://www.directbadminton.co.uk/Images/ExtraLarge/Yon_SHB-AM-Y.jpg,0:00,All Products
3,Eleven's Dress (Close Match),https://www.stylebop.com/en-de/women/shirt-dress-with-pleated-skirt-245088.html,https://img.stylebop.com/look/500x750/75/53811_f.jpg,0:00,All Products
3,Steve's Harrington Jacket (close Match),https://www.bensherman.co.uk/clothing/coats-jackets/casual-jackets/core-harrington-1831,https://www.bensherman.co.uk/upload/siteimages/extralargejpg/0047822_170_a.jpg,0:00,All Products
3,Merchandise Pop-Culture Eleven Shirt,https://www.redbubble.com/people/againstsoph/works/22690574-eleven-eggo-stranger-things?grid_pos=7&p=t-shirt&rbs=c857407b-1307-4e62-9644-89f7f7ac0dc2&ref=shop_grid,https://img0.etsystatic.com/149/0/12974942/il_fullxfull.1135992416_iucu.jpg,0:00,All Products
3,VIN­TAGE PANA­SONIC RX- 5090 BOOM­BOX RA­DIO,https://www.spotern.com/en/spot/tv/stranger-things/7280/la-ghetto-blaster-panasonic-de-jonathan-byers-dans-stranger-things,https://medias.spotern.com/spots/w640/7280.jpg,0:00,All Products
7,Gamoras Jersey Tee,http://www.neimanmarcus.com/Helmut-Lang-Fitted-Slit-Cuff-Stretch-Jersey-Tee/prod202820332/p.prod?ecid=NMAF__polyvore.com&CS_003=5630585&utm_medium=affiliate&utm_source=NMAF__polyvore.com,http://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMTW21G_KK_m?&wid=400&height=500,0:00,All Products
8,Star Destroyer Necklace,https://www.nerdlion.com/products/star-wars-star-destroyer-necklace,https://cdn.shopify.com/s/files/1/1878/8591/products/product-image-196823893_590x.jpg?v=1491110143,0:00,All Products
8,R2D2 USB 3.0 Charger Hub,http://www.thinkgeek.com/product/jhpv/,http://www.thinkgeek.com/images/products/frontsquare/jhpv_r2d2_charging_hub.gif,0:00,All Products
8,Death Star Bluetooth Speaker,http://www.thinkgeek.com/product/hssk/,http://www.thinkgeek.com/images/products/frontsquare/hssk_death_star_bt_speaker.gif,0:00,All Products
8,Star Wars The Black Series Kylo Ren Force FX Deluxe Lightsaber,https://www.amazon.com/Star-Wars-Black-Deluxe-Lightsaber/dp/B00SOFZLLG,https://static1.squarespace.com/static/51b3dc8ee4b051b96ceb10de/t/54918ff5e4b0bef202461313/1418825718098/amazing-crossguard-lightsaber-replica-from-star-wars-the-force-awakens1,0:00,All Products
4,Rose Gold Faux Leather Skinny Headband,http://www.claires.com/rose-gold-faux-leather-skinny-headband-41396.html?cgid=2750&lang=en_GB#sz=36&start=23&lang=en_GB,http://demandware.edgesuite.net/sits_pod37/dw/image/v2/BBTK_PRD/on/demandware.static/-/Sites-master-catalog/default/dweb0c4b3d/images/hi-res/80753_1.jpg?sw=2000&sh=2000&sm=fit,0:00,All Products
4,Dsquared2 Frilled Tuxedo Shirt,https://www.farfetch.com/shopping/women/dsquared2-frilled-tuxedo-shirt-item-11788840.aspx?fsb=1&storeid=10416&size=22&utm_source=Hy3bqNL2jtQ&utm_medium=affiliate&utm_campaign=Linkshareus&utm_content=10&utm_term=USNetwork,https://cdn-images.farfetch-contents.com/11/78/88/40/11788840_8480119_480.jpg,0:00,All Products
4,Women Cashmere V Neck Sweater,http://www.uniqlo.com/au/store/women-cashmere-v-neck-sweater-0780650106.html,http://d2h2vnfmmg5sct.cloudfront.net/catalog/product/large_image/69_078065.jpg,0:00,All Products
