Video ID,Product Title,Product Link,Product Picture URL,Time Stamp
3,Merchandise Pop-Culture Eleven Shirt,https://www.redbubble.com/people/againstsoph/works/22690574-eleven-eggo-stranger-things?grid_pos=7&p=t-shirt&rbs=c857407b-1307-4e62-9644-89f7f7ac0dc2&ref=shop_grid,https://img0.etsystatic.com/149/0/12974942/il_fullxfull.1135992416_iucu.jpg,0:00
3,VIN­TAGE PANA­SONIC RX- 5090 BOOM­BOX RA­DIO,https://www.spotern.com/en/spot/tv/stranger-things/7280/la-ghetto-blaster-panasonic-de-jonathan-byers-dans-stranger-things,https://medias.spotern.com/spots/w640/7280.jpg,0:00
7,Gamoras Jersey Tee,http://www.neimanmarcus.com/Helmut-Lang-Fitted-Slit-Cuff-Stretch-Jersey-Tee/prod202820332/p.prod?ecid=NMAF__polyvore.com&CS_003=5630585&utm_medium=affiliate&utm_source=NMAF__polyvore.com,http://neimanmarcus.scene7.com/is/image/NeimanMarcus/NMTW21G_KK_m?&wid=400&height=500,0:00
8,Star Destroyer Necklace,https://www.nerdlion.com/products/star-wars-star-destroyer-necklace,https://cdn.shopify.com/s/files/1/1878/8591/products/product-image-196823893_590x.jpg?v=1491110143,0:00
8,R2D2 USB 3.0 Charger Hub,http://www.thinkgeek.com/product/jhpv/,http://www.thinkgeek.com/images/products/frontsquare/jhpv_r2d2_charging_hub.gif,0:00
8,Death Star Bluetooth Speaker,http://www.thinkgeek.com/product/hssk/,http://www.thinkgeek.com/images/products/frontsquare/hssk_death_star_bt_speaker.gif,0:00
8,Star Wars The Black Series Kylo Ren Force FX Deluxe Lightsaber,https://www.amazon.com/Star-Wars-Black-Deluxe-Lightsaber/dp/B00SOFZLLG,https://static1.squarespace.com/static/51b3dc8ee4b051b96ceb10de/t/54918ff5e4b0bef202461313/1418825718098/amazing-crossguard-lightsaber-replica-from-star-wars-the-force-awakens1,0:00
4,Rose Gold Faux Leather Skinny Headband,http://www.claires.com/rose-gold-faux-leather-skinny-headband-41396.html?cgid=2750&lang=en_GB#sz=36&start=23&lang=en_GB,http://demandware.edgesuite.net/sits_pod37/dw/image/v2/BBTK_PRD/on/demandware.static/-/Sites-master-catalog/default/dweb0c4b3d/images/hi-res/80753_1.jpg?sw=2000&sh=2000&sm=fit,0:00
4,Dsquared2 Frilled Tuxedo Shirt,https://www.farfetch.com/shopping/women/dsquared2-frilled-tuxedo-shirt-item-11788840.aspx?fsb=1&storeid=10416&size=22&utm_source=Hy3bqNL2jtQ&utm_medium=affiliate&utm_campaign=Linkshareus&utm_content=10&utm_term=USNetwork,https://cdn-images.farfetch-contents.com/11/78/88/40/11788840_8480119_480.jpg,0:00
4,Women Cashmere V Neck Sweater,http://www.uniqlo.com/au/store/women-cashmere-v-neck-sweater-0780650106.html,http://d2h2vnfmmg5sct.cloudfront.net/catalog/product/large_image/69_078065.jpg,0:00
4,Ruffle-trim coat,http://shop.nordstrom.com/s/adrianna-papell-ruffle-trim-velvet-jacket/3363208?origin=category&cm_mmc=Linkshare-_-partner-_-10-_-1&siteId=gcdL_ATRVoE-.I48.pk0RM8j4_EroZ7AoQ,http://n.nordstrommedia.com/ImageGallery/store/product/Zoom/16/_7203096.jpg?crop=pad&pad_color=FFF&format=jpeg&w=391&h=600&quality=70,0:00
4,Strawberry Necklace,https://www.joyeverley.co.uk/products/strawberry-necklace,https://cdn.shopify.com/s/files/1/0883/7196/products/Enamelled-Silver-Strawberry-necklace_1024x1024.jpg?v=1493226063,0:00
4,White tote bag,http://shop.nordstrom.com/s/milly-laser-perforated-leather-tote/4666407?origin=category-personalizedsort&fashioncolor=WHITE,http://n.nordstrommedia.com/ImageGallery/store/product/Zoom/10/_101053770.jpg?crop=pad&pad_color=FFF&format=jpeg&trim=color&trimcolor=FFF&w=780&h=838&quality=70,0:00
10,Long Sleeve Compression Shirt,http://www.saksfifthavenue.com/main/ProductDetail.jsp?PRODUCT%3C%3Eprd_id=845524447010948&site_refer=CSE_BAM_SAKS&prod_id=0400091215729,http://image.s5a.com/is/image/saks/0400091215729_102x136.jpg,0:00
10,Rusell Athletic Core Performance Sleeveless Tee,https://www.russellathletic.com/men,https://img.thetake.com/product_images/836df872093a66e409de05f23327598525371d3263fc4ede4f264027fef8bc87.jpeg,0:00
10,"5.11 Men's A.T.A.C. 6"" Tactical Boot",https://www.amazon.com/5-11-Mens-T-Boot-Black/dp/B000ALAGEY/ref=sr_1_22?s=apparel&ie=UTF8&qid=1493152550&sr=1-22&nodeID=7147441011&psd=1&keywords=mens+tactical+boots,https://img.thetake.com/product_images/ea9efb6c3a72fec26f5fd62da2f11d078cd2bf4ec76f084ca0997815cdbe4de7.jpeg,0:00
10,WOLKER 3D SLIM JACKET,http://www.revolve.com/dp/GSTA-MO430/?utm_medium=affiliate&utm_source=ran&source=ran&utm_campaign=glob_p_tZkYzve9Cvk&ranMID=41816&ranEAID=tZkYzve9Cvk&ranSiteID=tZkYzve9Cvk-tlY6oVDqfNCWvVisczLYoA&utm_medium=affiliate&utm_source=ran&source=ran&utm_campaign=glob_p_TnL5HPStwNw&ranMID=41816&ranEAID=TnL5HPStwNw&ranSiteID=TnL5HPStwNw-9NEkIXyyHYqxTdzPW3vT7A,https://is4.revolveassets.com/images/p4/n/dt/GSTA-MO430_V1.jpg,0:00
10,Mixed 14k Three Ring Necklace,https://zoechicco.com/,https://img.thetake.com/product_images/e1646aed078b5c2bee50536fc18a5f91772e28f796054dfc80f774366429516a.jpeg,0:00
10,Cotton Classic Rib Tank Top,https://www.amazon.com/Calvin-Klein-3-Pack-Cotton-Classic/dp/B00JQRPVIY?th=1,https://img.thetake.com/product_images/5c65f6a2d60475333d2fe37722ee86753b6999c6960b724551fa0ca44fc29a46.jpeg,0:00
10,Motorcycle Skinny Jeans (woman),http://robinsjean.com/women/bottoms/motorcycle/motorcycle-skinny-in-oil-charcoal-5189,https://img.thetake.com/product_images/149f7cc2a46a3abf9f27e19a1384e797c33bfd372420279a1f519ebae71cb71e.jpeg,0:00
9,Navy Blue Satin Shawl,http://www.nuraishah.com.my/product/royal-blue-satin-shawl/,http://www.nuraishah.com.my/wp-content/uploads/2016/12/tudung-basic-shawl-DARKBLUE.jpg,0:00
9,Lacoste LIVE Bomber,http://www.mdcc.org.au/buying-new-men-khaki-jackets-lacoste-live-bomber-baobab-black-lightly-padded-zip-flap-pockets-inside-pocket-p-11823.html,http://www.mdcc.org.au/images/men%20clothing/jackets/Buying%20New%20Men%20khaki%20Jackets%20-%20Lacoste%20LIVE%20Bomber%20-%20baobab%20black%20Lightly%20padded%20Zip%20Flap%20pockets%20Inside%20pocket.jpg,0:00
9,Rina Nichie Kurung Emilya Light Pink,http://physiconmalaysia.com/products/Rina-Nichie-Kurung-Emilya-Light-Pink/11659,http://physiconmalaysia.com/webshaper/pcm/gallery/lg/73db224b7edd40ccd4d3a1ddaddd2efc1496569838-lg.jpg,0:00
11,FAY Cable Knit Jumper,https://www.farfetch.com/au/shopping/men/fay-cable-knit-jumper-item-11628652.aspx?0&fb=1&utm_source=shopstylecollective123&utm_medium=affiliate&utm_campaign=PHUS&utm_term=USNetwork,https://i2.wp.com/kstarglamour.com/wp-content/uploads/2017/01/FAY-Cable-Knit-Jumper.jpg?resize=150%2C150,0:00
11,13MONTH 16 SS Dot Shirt,http://m.13month.com/product/detail.html?product_no=289&cate_no=93&display_group=1,http://m.13month.com/web/product/big/thirteenmonth_289.jpg,0:00
11,ANDERSSON BELL Unisex Flamingo Intarsia Sweater,http://en.anderssonbell.com/Product/Detail/view/pid/783/cid/75/spn/UNISEX-FLAMINGO-INTARSIA-SWEATER-atb083-PINK,http://7dress.imglink.kr/ander/up/224/1_2.jpg,0:00
11,Red Lace Shawl,https://www.etsy.com/listing/85789207/express-delivery-lace-shawl-red-shawl,https://img0.etsystatic.com/000/0/5409652/il_570xN.285142356.jpg,0:00
11,Dark Blue Cardigan,https://www.zalando.de/noa-noa-strickjacke-deep-well-nn121i039-g11.html,https://mosaic02.ztat.net/vgs/media/pdp-gallery/NN/12/1I/03/9G/11/NN121I039-G11@12.jpg,0:00
6,Edwardian Style Jacket,http://recollections.biz/victorian/160825.html,http://recollections.biz/Merchant2/graphics/00000001/160825.jpg,0:00
6,Marta Edwardian Dress,http://recollections.biz/Merchant2/graphics/00000001/160825.jpg,http://recollections.biz/Merchant2/graphics/00000001/160300-1.jpg,0:00
6,Edwardian Satin Dress,http://recollections.biz/victorian/160881-2.html,http://recollections.biz/Merchant2/graphics/00000001/160881-2.jpg,0:00
6,Edwardian Style Suit,http://recollections.biz/victorian/160855-6-647-633.html,http://recollections.biz/Merchant2/graphics/00000001/160855-647-633.jpg,0:00
6,Edwardian Style Stripe Dress,http://recollections.biz/victorian/160866-7-80154.html,http://recollections.biz/Merchant2/graphics/00000001/160866-7-80154.jpg,0:00
13,UA Gym Uniform,http://amzn.to/2waCxln,https://images-na.ssl-images-amazon.com/images/I/41pfPc%2BheHL.jpg,0:00
13,My Hero Academia Season One (Bluray/DVD Combo),https://www.amazon.com/My-Hero-Academia-Season-Blu-ray/dp/B01MR7O5UT,https://images-na.ssl-images-amazon.com/images/I/91a54Wms7oL._SX342_.jpg,0:00
13,Todoroki Cosplay Wig,http://amzn.to/2w48WMd,https://images-na.ssl-images-amazon.com/images/I/41%2Bappqk0bL.jpg,0:00
13,All Might Red Bubble Sticker ,https://www.redbubble.com/people/cerealkidman/works/23173530-all-might?grid_pos=3&p=sticker&rbs=705109d5-35f1-4fb6-a993-9e99209f7b32&ref=shop_grid,https://ih0.redbubble.net/image.258431360.3530/st%2Csmall%2C215x235-pad%2C210x230%2Cf8f8f8.lite-1u12.jpg,0:00
13,Bakugou Hero Cosplay Set,http://www.ezcosplay.com/my-hero-academia-boku-no-hero-akademia-katsuki-bakugou-cosplay-costume.html,http://www.ezcosplay.com/media/catalog/product/cache/5/image/350x420/9df78eab33525d08d6e5fb8d27136e95/e/m/emha002_1.jpg,0:00
13,Boku no Hero Manga Volume 1 ,http://amzn.to/2ivC9L7,https://images-na.ssl-images-amazon.com/images/I/61ZhOOwJo6L.jpg,0:00
13,Deku Baseball Tee,https://www.teepublic.com/baseball-tee/467436-boku-no-hero-academia,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdlIVXSKKWae0zsgcnQHYQ2mMFHiz32xic8Ql23R6N7bo9V3rs,0:00
13,Boku no Hero Badges ,http://www.ebay.com/itm/T377-Anime-Boku-no-Hero-Academia-Izuku-badges-Pins-Schoolbag-Backpack-Decorate/122581193961?_trkparms=aid%3D555018%26algo%3DPL.SIM%26ao%3D2%26asc%3D20160323102634%26meid%3D228a1d306099455494b690faebbccead%26pid%3D100623%26rk%3D1%26rkt%3D6%26sd%3D112468388495&_trksid=p2047675.c100623.m-1,http://i.ebayimg.com/thumbs/images/g/OB8AAOSwPK1ZW12U/s-l96.jpg,0:00
13,All Might Hero Poster ,https://www.redbubble.com/people/levelb/works/27006373-my-hero-academia-hero?grid_pos=1&p=poster&rbs=266a70e6-336d-4887-98b3-a5141ec451f7&ref=shop_grid,https://s-media-cache-ak0.pinimg.com/originals/87/2f/48/872f487210e7079d0c8439fbcb305e53.png,0:00
13,Boku no Hero Hoodie ,https://www.redbubble.com/people/alainbala/works/27021680-my-hero-academia-boku-no-hero-academia?grid_pos=13&p=t-shirt&rbs=862aa15e-4b03-480f-8cf7-056f368a81e6&ref=shop_grid,"https://ih0.redbubble.net/image.392337783.1680/ra,unisex_hoodie_mens,x2100,oatmeal_heather,front-c,330,176,750,1000-bg,f8f8f8.lite-1u3.jpg",0:00
12,Sacai Scarf Print Shirt Jacket ,https://www.farfetch.com/ae/shopping/men/sacai-scarf-print-shirt-jacket-item-11641447.aspx,https://cdn-images.farfetch-contents.com/11/64/14/47/11641447_7692280_480.jpg,0:01
12,Paul & Joe Wool Coat Red ,http://amzn.to/2ixi471,https://images-na.ssl-images-amazon.com/images/I/61tn5V9CErL.jpg,0:11
12,Maroon Mens Turtleneck ,http://amzn.to/2wuoMRl,https://images-na.ssl-images-amazon.com/images/I/41d5MIRtkBL.jpg,0:03
12,FLATSEVEN Mens Fit Casual Premium Blazer Jacket,http://amzn.to/2wEnAeA,https://images-na.ssl-images-amazon.com/images/I/510D0wapBbL.jpg,0:03
12,Dockers Men's Straight Fit Signature Khaki Pant D2,http://amzn.to/2gagdVe,https://images-na.ssl-images-amazon.com/images/I/41zjT%2B2WHEL.jpg,0:03
12,Strong Woman Do Bong Soon Season 1 DVD ,http://amzn.to/2gaGFOr,https://images-na.ssl-images-amazon.com/images/I/61eITbG3bUL.jpg,0:00
12,Joe's USA(tm) Hoodies Soft & Cozy Hooded Sweatshirt (Black),http://amzn.to/2waQlMT,https://images-na.ssl-images-amazon.com/images/I/41z7TjWdG7L.jpg,0:01
12,Furla Club M Crossbody Onyx,http://amzn.to/2w4e573,https://images-na.ssl-images-amazon.com/images/I/51vMPJziTZL.jpg,0:10
12,Mens Slim Fit Casual One Button Blazer Jacket,http://amzn.to/2wb8o5E,https://images-na.ssl-images-amazon.com/images/I/61cgpESBYVL._UX679_.jpg,0:28
12,Mens Wool Long Sleeve Grey Turtleneck,http://amzn.to/2ivkpQ3,https://images-na.ssl-images-amazon.com/images/I/51zl%2Bn-2FaL.jpg,0:09
14,Han Solo Jacket,http://amzn.to/2waSTKE,https://images-na.ssl-images-amazon.com/images/I/51KJGFMELeL._SL250_.jpg,0:06
14,Nearkin Beloved Men Henley Neck Long Sleeve,http://amzn.to/2waJxig,https://images-na.ssl-images-amazon.com/images/I/41EZ97C8%2B3L.jpg,2:51
14,Kylo Ren Two-Piece Helmet,http://amzn.to/2gc0YLo,https://images-na.ssl-images-amazon.com/images/I/41yZQSwj1VL.jpg,3:00
14,Han Solo Blaster Replica,http://amzn.to/2xiCkN9,https://images-na.ssl-images-amazon.com/images/I/41zh4e3zQ-L.jpg,0:18
14,Star Wars Finn Jacket,http://amzn.to/2wu1XwW,https://images-na.ssl-images-amazon.com/images/I/51JWh1uzOvL.jpg,0:41
14,Star Wars: The Force Awakens Adult Stormtrooper 2-Piece Helmet,http://amzn.to/2vcAfov,https://images-na.ssl-images-amazon.com/images/I/41c97dgYQIL.jpg,1:07
14,Star Wars Stormtrooper Blaster,http://amzn.to/2iuZIDG,https://images-na.ssl-images-amazon.com/images/I/51iPDJT4AXL.jpg,1:09
14,Star Wars X-Wing Fighter Pilot Helmet,http://amzn.to/2waUqR4,https://images-na.ssl-images-amazon.com/images/I/51MCQjv%2BMyL.jpg,2:39
14,Rey Outfit,http://amzn.to/2waXXij,https://images-na.ssl-images-amazon.com/images/I/31v7XQoD%2BKL.jpg,2:50
14,Crossguard Red Lightsaber,http://amzn.to/2wuwBpX,https://images-na.ssl-images-amazon.com/images/I/41MdMyS2E%2BL.jpg,3:04
15,"Adult Riverdale ""R"" Sweatshirt Jacket (Royal Blue)",http://amzn.to/2vbZ1p4,https://images-na.ssl-images-amazon.com/images/I/41XBkzwvnUL._SL250_.jpg,0:57
15,Women Elastic Waist Band Stretchy Fabric Pencil Skirt ,http://amzn.to/2iwBlpv,https://images-na.ssl-images-amazon.com/images/I/31Nc49k-t%2BL.jpg,0:05
15,Laura Moretti - Sleeveless silk blouse with funky pattern,http://amzn.to/2vcnJ8B,https://images-na.ssl-images-amazon.com/images/I/41-tXRqThKL.jpg,0:03
15,Basic Classic Round Neck Button Up Cardigan Dust Pink L,http://amzn.to/2wazc5Y,https://images-na.ssl-images-amazon.com/images/I/411QSvMWdiL.jpg,0:03
15,Herschel Supply x Keith Haring Collection Dawson Backpack Blue/White ,http://amzn.to/2wumcuF,https://images-na.ssl-images-amazon.com/images/I/61gElb858dL.jpg,0:03
15,TcIFE Women Top Handle Satchel Handbags Tote Purse,http://amzn.to/2vcJs0f,https://images-na.ssl-images-amazon.com/images/I/51tAFFqK2mL.jpg,0:05
15,Russell Athletic Men's Short Sleeve Cotton T-Shirt (Navy),http://amzn.to/2ivyLjn,https://images-na.ssl-images-amazon.com/images/I/41va92yHmWL.jpg,1:02
15,Hanes TAGLESS 6.1 Long Sleeve T-Shirt (Light Steel),http://amzn.to/2gc2oWe,https://images-na.ssl-images-amazon.com/images/I/41dHpQ6u%2BWL.jpg,1:02
15,Paladoo Winter Hats Knitted Beanie Caps Soft Warm Ski Hat Dark Grey,http://amzn.to/2waBamS,https://images-na.ssl-images-amazon.com/images/I/515GAJpULAL.jpg,1:29
15,Coofandy Men's Long Sleeve Casual Active Jersey Zip-Up Hoodie (Dark Red),http://amzn.to/2gbBxcQ,https://images-na.ssl-images-amazon.com/images/I/41BUqA8-iJL.jpg,1:29
